"","participant","gender","age","language","logical_training","trials","response","aim","comments"
"157","anon14","male","35","English","Yes","XY_Z_dogele_cat","0","something to do with logic","no, thank you."
"158","anon14","male","35","English","Yes","XY_Z_catdog_ele","0","something to do with logic","no, thank you."
"159","anon14","male","35","English","Yes","XY_Z_catele_dog","0","something to do with logic","no, thank you."
"160","anon14","male","35","English","Yes","X.X_cat","1","something to do with logic","no, thank you."
"161","anon14","male","35","English","Yes","X_XorY_cat_catdog","1","something to do with logic","no, thank you."
"162","anon14","male","35","English","Yes","X_Z_ele_dog","0","something to do with logic","no, thank you."
"163","anon14","male","35","English","Yes","XY.XorY_catele","1","something to do with logic","no, thank you."
"164","anon14","male","35","English","Yes","XY.XandY_catdog","1","something to do with logic","no, thank you."
"165","anon14","male","35","English","Yes","XY.XorY_dogele","1","something to do with logic","no, thank you."
"166","anon14","male","35","English","Yes","XY_X_catdog_cat","1","something to do with logic","no, thank you."
"167","anon14","male","35","English","Yes","X_XandY_cat_catele","0","something to do with logic","no, thank you."
"168","anon14","male","35","English","Yes","XY.XorY_catdog","1","something to do with logic","no, thank you."
"169","anon15","female","25","english","Yes","XY.XandY_dogele","1","unsure","no"
"170","anon15","female","25","english","Yes","XY.XandY_catdog","1","unsure","no"
"171","anon15","female","25","english","Yes","XY_Z_catdog_ele","0","unsure","no"
"172","anon15","female","25","english","Yes","X.X_dog","1","unsure","no"
"173","anon15","female","25","english","Yes","X_Z_ele_cat","0","unsure","no"
"174","anon15","female","25","english","Yes","X_Z_dog_cat","0","unsure","no"
"175","anon15","female","25","english","Yes","XY_X_catdog_cat","2","unsure","no"
"176","anon15","female","25","english","Yes","XY.XandY_catele","1","unsure","no"
"177","anon15","female","25","english","Yes","XY.XorY_dogele","2","unsure","no"
"178","anon15","female","25","english","Yes","X_XorY_ele_catele","1","unsure","no"
"179","anon15","female","25","english","Yes","XY_X_catele_cat","2","unsure","no"
"180","anon15","female","25","english","Yes","XY_X_dogele_ele","2","unsure","no"
"181","anon15","female","25","english","Yes","X_Z_dog_ele","0","unsure","no"
"182","anon15","female","25","english","Yes","X_XorY_dog_dogele","1","unsure","no"
"183","anon15","female","25","english","Yes","XY_Z_catele_dog","0","unsure","no"
"184","anon15","female","25","english","Yes","X_XandY_ele_dogele","0","unsure","no"
"185","anon15","female","25","english","Yes","XY.XorY_catele","1","unsure","no"
"186","anon15","female","25","english","Yes","X.X_ele","1","unsure","no"
"187","anon15","female","25","english","Yes","X.X_cat","1","unsure","no"
"188","anon15","female","25","english","Yes","XY.XorY_catdog","2","unsure","no"
"189","anon15","female","25","english","Yes","X_XorY_dog_catdog","1","unsure","no"
"190","anon15","female","25","english","Yes","X_XandY_cat_catdog","0","unsure","no"
"191","anon15","female","25","english","Yes","X_XandY_ele_catele","0","unsure","no"
"192","anon15","female","25","english","Yes","XY_Z_dogele_cat","0","unsure","no"
"193","anon17","female","30","English","No","X_XorY_dog_catdog","1","To interpret how we interpreted language",""
"194","anon17","female","30","English","No","X_Z_cat_ele","0","To interpret how we interpreted language",""
"195","anon17","female","30","English","No","X.X_ele","1","To interpret how we interpreted language",""
"196","anon17","female","30","English","No","XY.XorY_dogele","2","To interpret how we interpreted language",""
"197","anon17","female","30","English","No","X_XandY_ele_dogele","0","To interpret how we interpreted language",""
"198","anon17","female","30","English","No","X_XorY_ele_dogele","1","To interpret how we interpreted language",""
"199","anon17","female","30","English","No","XY.XorY_catdog","2","To interpret how we interpreted language",""
"200","anon17","female","30","English","No","XY.XandY_dogele","1","To interpret how we interpreted language",""
"201","anon17","female","30","English","No","X_Z_ele_dog","0","To interpret how we interpreted language",""
"202","anon17","female","30","English","No","XY_X_catele_cat","1","To interpret how we interpreted language",""
"203","anon17","female","30","English","No","XY.XorY_catele","2","To interpret how we interpreted language",""
"204","anon17","female","30","English","No","X_XandY_cat_catele","0","To interpret how we interpreted language",""
"205","anon17","female","30","English","No","XY.XandY_catele","1","To interpret how we interpreted language",""
"206","anon17","female","30","English","No","X_XandY_cat_catdog","0","To interpret how we interpreted language",""
"207","anon17","female","30","English","No","X_XorY_cat_catele","1","To interpret how we interpreted language",""
"208","anon17","female","30","English","No","XY.XandY_catdog","1","To interpret how we interpreted language",""
"209","anon17","female","30","English","No","XY_Z_dogele_cat","0","To interpret how we interpreted language",""
"210","anon17","female","30","English","No","X_Z_ele_cat","0","To interpret how we interpreted language",""
"211","anon17","female","30","English","No","X.X_cat","1","To interpret how we interpreted language",""
"212","anon17","female","30","English","No","XY_X_catdog_dog","1","To interpret how we interpreted language",""
"213","anon17","female","30","English","No","XY_X_catdog_cat","1","To interpret how we interpreted language",""
"214","anon17","female","30","English","No","XY_Z_catele_dog","0","To interpret how we interpreted language",""
"215","anon17","female","30","English","No","X.X_dog","1","To interpret how we interpreted language",""
"216","anon17","female","30","English","No","XY_Z_catdog_ele","0","To interpret how we interpreted language",""
"217","anon18","male","34","English","Yes","X_XorY_cat_catdog","1","Not sure",""
"218","anon18","male","34","English","Yes","X_XandY_ele_catele","2","Not sure",""
"219","anon18","male","34","English","Yes","XY_X_catele_cat","0","Not sure",""
"220","anon18","male","34","English","Yes","XY.XandY_catele","0","Not sure",""
"221","anon18","male","34","English","Yes","XY.XorY_catele","1","Not sure",""
"222","anon18","male","34","English","Yes","XY_X_dogele_dog","0","Not sure",""
"223","anon18","male","34","English","Yes","XY_X_catdog_cat","1","Not sure",""
"224","anon18","male","34","English","Yes","X_XandY_ele_dogele","0","Not sure",""
"225","anon18","male","34","English","Yes","XY.XorY_dogele","1","Not sure",""
"226","anon18","male","34","English","Yes","X_XorY_ele_catele","1","Not sure",""
"227","anon18","male","34","English","Yes","X.X_dog","1","Not sure",""
"228","anon18","male","34","English","Yes","XY.XandY_catdog","1","Not sure",""
"229","anon18","male","34","English","Yes","X.X_cat","1","Not sure",""
"230","anon18","male","34","English","Yes","XY.XandY_dogele","1","Not sure",""
"231","anon18","male","34","English","Yes","XY_Z_dogele_cat","1","Not sure",""
"232","anon18","male","34","English","Yes","X_Z_dog_ele","0","Not sure",""
"233","anon18","male","34","English","Yes","X_XorY_cat_catele","1","Not sure",""
"234","anon18","male","34","English","Yes","X_XandY_cat_catdog","0","Not sure",""
"235","anon18","male","34","English","Yes","X.X_ele","1","Not sure",""
"236","anon18","male","34","English","Yes","X_Z_cat_ele","0","Not sure",""
"237","anon18","male","34","English","Yes","XY_Z_catdog_ele","0","Not sure",""
"238","anon18","male","34","English","Yes","XY.XorY_catdog","1","Not sure",""
"239","anon18","male","34","English","Yes","XY_Z_catele_dog","0","Not sure",""
"240","anon18","male","34","English","Yes","X_Z_cat_dog","0","Not sure",""
"241","anon2","female","20","english","Yes","XY_X_catdog_dog","87","",""
"242","anon2","female","20","english","Yes","X_XandY_cat_catdog","98","",""
"243","anon2","female","20","english","Yes","X.X_ele","100","",""
"244","anon2","female","20","english","Yes","X_Z_cat_ele","0","",""
"245","anon2","female","20","english","Yes","X_XorY_ele_dogele","100","",""
"246","anon2","female","20","english","Yes","XY.XandY_dogele","100","",""
"247","anon2","female","20","english","Yes","X_XandY_ele_dogele","3","",""
"248","anon2","female","20","english","Yes","X.X_cat","96","",""
"249","anon2","female","20","english","Yes","XY_Z_catdog_ele","3","",""
"250","anon2","female","20","english","Yes","XY_Z_catele_dog","6","",""
"251","anon2","female","20","english","Yes","X.X_dog","93","",""
"252","anon2","female","20","english","Yes","XY.XorY_dogele","93","",""
"253","anon2","female","20","english","Yes","X_XorY_cat_catdog","83","",""
"254","anon2","female","20","english","Yes","XY_X_catdog_cat","86","",""
"255","anon2","female","20","english","Yes","X_XorY_dog_catdog","91","",""
"256","anon2","female","20","english","Yes","X_XandY_dog_catdog","8","",""
"257","anon2","female","20","english","Yes","XY.XandY_catele","92","",""
"258","anon2","female","20","english","Yes","XY.XorY_catdog","61","",""
"259","anon2","female","20","english","Yes","XY.XandY_catdog","92","",""
"260","anon2","female","20","english","Yes","X_Z_dog_cat","11","",""
"261","anon2","female","20","english","Yes","XY_Z_dogele_cat","7","",""
"262","anon2","female","20","english","Yes","X_Z_ele_dog","9","",""
"263","anon2","female","20","english","Yes","XY_X_dogele_dog","91","",""
"264","anon2","female","20","english","Yes","XY.XorY_catele","58","",""
"265","anon20","male","46","English","No","X_XorY_ele_dogele","1","To determine whether AND or OR affected the right/wrong decision.",""
"266","anon20","male","46","English","No","X_XorY_dog_catdog","1","To determine whether AND or OR affected the right/wrong decision.",""
"267","anon20","male","46","English","No","XY_X_dogele_ele","1","To determine whether AND or OR affected the right/wrong decision.",""
"268","anon20","male","46","English","No","XY_Z_catele_dog","0","To determine whether AND or OR affected the right/wrong decision.",""
"269","anon20","male","46","English","No","XY_X_catele_cat","1","To determine whether AND or OR affected the right/wrong decision.",""
"270","anon20","male","46","English","No","X_XandY_ele_dogele","0","To determine whether AND or OR affected the right/wrong decision.",""
"271","anon20","male","46","English","No","XY.XorY_dogele","0","To determine whether AND or OR affected the right/wrong decision.",""
"272","anon20","male","46","English","No","XY.XorY_catdog","0","To determine whether AND or OR affected the right/wrong decision.",""
"273","anon20","male","46","English","No","XY.XandY_dogele","1","To determine whether AND or OR affected the right/wrong decision.",""
"274","anon20","male","46","English","No","X_XandY_cat_catele","0","To determine whether AND or OR affected the right/wrong decision.",""
"275","anon20","male","46","English","No","XY.XandY_catele","1","To determine whether AND or OR affected the right/wrong decision.",""
"276","anon20","male","46","English","No","X.X_ele","1","To determine whether AND or OR affected the right/wrong decision.",""
"277","anon20","male","46","English","No","X_XandY_dog_catdog","0","To determine whether AND or OR affected the right/wrong decision.",""
"278","anon20","male","46","English","No","XY.XandY_catdog","1","To determine whether AND or OR affected the right/wrong decision.",""
"279","anon20","male","46","English","No","XY_Z_dogele_cat","0","To determine whether AND or OR affected the right/wrong decision.",""
"280","anon20","male","46","English","No","XY_X_catdog_cat","1","To determine whether AND or OR affected the right/wrong decision.",""
"281","anon20","male","46","English","No","X.X_dog","1","To determine whether AND or OR affected the right/wrong decision.",""
"282","anon20","male","46","English","No","X_Z_dog_ele","0","To determine whether AND or OR affected the right/wrong decision.",""
"283","anon20","male","46","English","No","XY_Z_catdog_ele","0","To determine whether AND or OR affected the right/wrong decision.",""
"284","anon20","male","46","English","No","X.X_cat","1","To determine whether AND or OR affected the right/wrong decision.",""
"285","anon20","male","46","English","No","X_Z_cat_dog","0","To determine whether AND or OR affected the right/wrong decision.",""
"286","anon20","male","46","English","No","X_Z_dog_cat","0","To determine whether AND or OR affected the right/wrong decision.",""
"287","anon20","male","46","English","No","X_XorY_dog_dogele","0","To determine whether AND or OR affected the right/wrong decision.",""
"288","anon20","male","46","English","No","XY.XorY_catele","0","To determine whether AND or OR affected the right/wrong decision.",""
"289","anon21","male","23","English","No","XY_X_catdog_cat","1","The goal was to see if you can follow directions using a game. ",""
"290","anon21","male","23","English","No","X.X_ele","1","The goal was to see if you can follow directions using a game. ",""
"291","anon21","male","23","English","No","XY_Z_dogele_cat","0","The goal was to see if you can follow directions using a game. ",""
"292","anon21","male","23","English","No","XY.XorY_catele","1","The goal was to see if you can follow directions using a game. ",""
"293","anon21","male","23","English","No","X_XorY_dog_dogele","1","The goal was to see if you can follow directions using a game. ",""
"294","anon21","male","23","English","No","X_Z_ele_cat","0","The goal was to see if you can follow directions using a game. ",""
"295","anon21","male","23","English","No","XY_X_catele_ele","1","The goal was to see if you can follow directions using a game. ",""
"296","anon21","male","23","English","No","XY_Z_catele_dog","0","The goal was to see if you can follow directions using a game. ",""
"297","anon21","male","23","English","No","XY.XorY_catdog","1","The goal was to see if you can follow directions using a game. ",""
"298","anon21","male","23","English","No","X_Z_dog_cat","0","The goal was to see if you can follow directions using a game. ",""
"299","anon21","male","23","English","No","XY.XandY_dogele","1","The goal was to see if you can follow directions using a game. ",""
"300","anon21","male","23","English","No","XY.XorY_dogele","0","The goal was to see if you can follow directions using a game. ",""
"301","anon21","male","23","English","No","X_XorY_ele_catele","1","The goal was to see if you can follow directions using a game. ",""
"302","anon21","male","23","English","No","X_Z_cat_dog","0","The goal was to see if you can follow directions using a game. ",""
"303","anon21","male","23","English","No","XY.XandY_catele","1","The goal was to see if you can follow directions using a game. ",""
"304","anon21","male","23","English","No","X_XorY_dog_catdog","1","The goal was to see if you can follow directions using a game. ",""
"305","anon21","male","23","English","No","X_XandY_cat_catdog","0","The goal was to see if you can follow directions using a game. ",""
"306","anon21","male","23","English","No","XY_X_dogele_ele","0","The goal was to see if you can follow directions using a game. ",""
"307","anon21","male","23","English","No","X.X_cat","1","The goal was to see if you can follow directions using a game. ",""
"308","anon21","male","23","English","No","X_XandY_cat_catele","0","The goal was to see if you can follow directions using a game. ",""
"309","anon21","male","23","English","No","X_XandY_ele_dogele","0","The goal was to see if you can follow directions using a game. ",""
"310","anon21","male","23","English","No","X.X_dog","1","The goal was to see if you can follow directions using a game. ",""
"311","anon21","male","23","English","No","XY.XandY_catdog","1","The goal was to see if you can follow directions using a game. ",""
"312","anon21","male","23","English","No","XY_Z_catdog_ele","0","The goal was to see if you can follow directions using a game. ",""
"313","anon22","male","27","english","No","X_XandY_cat_catele","0","not sure",""
"314","anon22","male","27","english","No","XY.XandY_catele","1","not sure",""
"315","anon22","male","27","english","No","X_Z_ele_dog","0","not sure",""
"316","anon22","male","27","english","No","X_XandY_cat_catdog","0","not sure",""
"317","anon22","male","27","english","No","XY_X_dogele_ele","1","not sure",""
"318","anon22","male","27","english","No","X_Z_ele_cat","0","not sure",""
"319","anon22","male","27","english","No","XY_X_catdog_dog","1","not sure",""
"320","anon22","male","27","english","No","X.X_ele","1","not sure",""
"321","anon22","male","27","english","No","XY.XorY_dogele","0","not sure",""
"322","anon22","male","27","english","No","XY.XorY_catele","0","not sure",""
"323","anon22","male","27","english","No","X_Z_cat_dog","0","not sure",""
"324","anon22","male","27","english","No","XY_Z_dogele_cat","0","not sure",""
"325","anon22","male","27","english","No","X_XorY_cat_catele","1","not sure",""
"326","anon22","male","27","english","No","X.X_dog","1","not sure",""
"327","anon22","male","27","english","No","XY_Z_catdog_ele","0","not sure",""
"328","anon22","male","27","english","No","XY.XandY_catdog","1","not sure",""
"329","anon22","male","27","english","No","X.X_cat","1","not sure",""
"330","anon22","male","27","english","No","XY_X_catele_ele","0","not sure",""
"331","anon22","male","27","english","No","X_XorY_cat_catdog","1","not sure",""
"332","anon22","male","27","english","No","X_XandY_ele_catele","0","not sure",""
"333","anon22","male","27","english","No","XY.XandY_dogele","1","not sure",""
"334","anon22","male","27","english","No","XY.XorY_catdog","0","not sure",""
"335","anon22","male","27","english","No","XY_Z_catele_dog","0","not sure",""
"336","anon22","male","27","english","No","X_XorY_ele_dogele","1","not sure",""
"337","anon23","male","32","English","No","XY.XorY_catdog","1","Understanding if there was a set right and wrong or some inbetween areas in judgement. ",""
"338","anon23","male","32","English","No","X.X_dog","3","Understanding if there was a set right and wrong or some inbetween areas in judgement. ",""
"339","anon23","male","32","English","No","XY_X_dogele_dog","2","Understanding if there was a set right and wrong or some inbetween areas in judgement. ",""
"340","anon23","male","32","English","No","X.X_cat","3","Understanding if there was a set right and wrong or some inbetween areas in judgement. ",""
"341","anon23","male","32","English","No","X_Z_ele_dog","0","Understanding if there was a set right and wrong or some inbetween areas in judgement. ",""
"342","anon23","male","32","English","No","XY_X_catdog_cat","2","Understanding if there was a set right and wrong or some inbetween areas in judgement. ",""
"343","anon23","male","32","English","No","X_XandY_ele_catele","3","Understanding if there was a set right and wrong or some inbetween areas in judgement. ",""
"344","anon23","male","32","English","No","X_Z_dog_ele","0","Understanding if there was a set right and wrong or some inbetween areas in judgement. ",""
